"labY","C","A","V","t","Indiv"
1.5763713432895081,0.8364945797645027,0.6973151952841298,-46.373626525897436,19,2
0.9355777125993656,0.7598843648299787,-3.0226856268359947,-50.81503110505372,20,1
1.430438714671003,1.3042811174033095,1.4515638783972264,-45.70086155975191,20,2
0.6606022899602373,0.8722505447474638,-2.8754622018572737,-51.5537543655541,21,1
1.0914377819232353,1.1226780670184595,1.5934986904215689,-45.27870567810455,21,2
1.2598939179809676,0.8588028130999845,-3.1179815612109456,-48.96025885137772,22,1
1.33905202525502,1.0753963360292738,1.5778809893796082,-43.98808481528379,22,2
1.0335615404173002,0.7842019780288092,-2.744059360893262,-48.58336255456085,23,1
1.1549181086115614,0.871708486841106,1.8599520453914078,-42.93223802013277,23,2
0.841985894718433,0.765803660843472,-2.519646796489819,-48.40054359216409,24,1
2.340892062162342,1.5544226075024437,2.164593283833482,-41.09986423694337,24,2
0.9499499188786291,0.6975656490569457,-2.4678992082410063,-47.01069708368163,25,1
2.3202595627172133,1.5564735129907992,2.9805733658783145,-39.56600160841712,25,2
1.0455128080318197,0.7905794998089701,-2.237670087803516,-46.09514453028543,26,1
1.6453272406608663,0.9298910666760545,3.7818030097607753,-38.04683925763409,26,2
1.191961915238913,0.7591110429752166,-2.0025641473764733,-44.31361600261861,27,1
1.2060547209463546,1.10910700405653,4.5422115755830434,-37.2291765460723,27,2
1.128283513637898,0.6855659322222334,-1.5854104078639046,-43.08765339377254,28,1
1.0757034862849946,1.1079798002969747,4.685550885397596,-36.65002598788,28,2
1.4357869520387307,0.9655761524041404,-1.1541197547127224,-41.806901977594364,29,1
0.7424061155876123,0.8358104287901478,4.699807317099472,-36.17046549735511,29,2
0.761591332014639,0.5591947994162484,-0.6907480446289134,-42.20504780054878,30,1
0.6002649457604083,0.8015367899809736,4.652467033935905,-35.92587848208501,30,2
0.9685076642505236,0.621712680470188,-0.49323502715082795,-40.4781446414739,31,1
0.6100355110192349,0.7846510917468326,4.495707141612494,-35.208627644850516,31,2
1.210787334922351,0.6846375554638323,-0.1479044438041973,-38.42620613508437,32,1
0.7260150157335308,0.7608581890974806,4.364302476493745,-33.797640522934024,32,2
1.8508095325040834,0.9178413189533519,0.3820277890108647,-35.69599784646445,33,1
0.9981432896661938,0.8367634451033235,4.372753896161094,-32.34867734427065,33,2
0.8740631485303152,0.6366480488898258,1.328145962587212,-36.59546632999477,34,1
1.420041608411676,1.1137993744453105,4.579475078131204,-30.613808253684137,34,2
0.7803115701004311,0.5278702129334385,1.5812166728499786,-35.657701969514676,35,1
1.8896934679756816,1.206270134141624,4.934574485218546,-28.465620072928726,35,2
0.6155823844638905,0.519353268682746,1.8519946103171412,-35.93738604026186,36,1
1.6974378587103927,0.9391178282316837,5.6741777972431295,-26.729461567974543,36,2
0.8347442658423958,0.5151172159330026,1.9677059633592684,-34.22554559113756,37,1
1.9750228722748744,1.1579650762015756,6.496822805999057,-24.931933201844238,37,2
0.8133429691480946,0.4616315409376819,2.3102063434013482,-33.28852139231555,38,1
1.1270177496356784,0.6818709293976255,7.387019408093079,-23.66422946265895,38,2
0.772532035173386,0.3922391495430859,2.6885369493278786,-32.334836468049524,39,1
1.1248112438012243,0.6601059704085728,7.910487890614444,-22.121149669177782,39,2
0.8452783046858683,0.44146607798517046,3.0995181333077606,-31.354297308490615,40,1
1.2677091195572836,0.791096717703029,8.458945095647167,-20.567556282535303,40,2
0.0,0.36090991794525085,3.538363663608543,-30.30839050999519,41,1
0.0,0.7073823452220527,9.024913072476435,-19.020500463804886,41,2
0.0,0.3438346415378555,3.2092282831199253,-27.51504592059944,42,1
0.0,0.7678325172785954,8.400706034526927,-17.0214367870906,42,2
0.0,0.3400632871466973,2.8940475779978905,-24.570837968071054,43,1
0.0,0.9056822202630945,7.709202252420814,-15.045558740219978,43,2
0.0,0.37770762089366494,2.5795241337597052,-21.516138394640436,44,1
0.0,0.9548620022526126,6.871555232479297,-13.193586046928592,44,2
0.0,0.36369493528180197,2.223834677994701,-18.62658752773169,45,1
0.0,0.9144173358652097,5.975860162528951,-11.365119614615566,45,2
0.0,0.39402673267229815,1.878741140140028,-15.566077356704549,46,1
0.0,1.0347347330094427,5.112057254930379,-9.439721213847879,46,2
0.0,0.3712971386386894,1.4995615515424072,-12.63251899157098,47,1
0.0,1.0090194969701907,4.118095747140146,-7.622846046429346,47,2
0.0,0.378122522161112,1.139547057032755,-9.541153634221331,48,1
0.0,1.0218425629777736,3.1401670126716543,-5.739350606741905,48,2
0.0,0.3740742499378599,0.7690387802203595,-6.394670624950846,49,1
0.0,1.0573422711914446,2.1395076941908195,-3.830460976853953,49,2
0.0,0.3989042745952256,0.3989141755853246,-3.183574199085707,50,1
0.0,1.0929771762392697,1.0929870772293686,-1.9143934127681834,50,2
